Rs,Qs,Ns
711125;50 ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
32276;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711126;sounds solid like ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711125;o,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34490;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711125;ol lassie ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711124;huge lassie ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711124;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711124;30 secs left ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711124;GO TEAM GO ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
711125;Is it above 1%? ,What was the inflation rate in the U.S. in March 2012?,11
711126;not 25 percent ,What was the inflation rate in the U.S. in March 2012?,11
30095;somewhere between 2 and 4 percent i think ,What was the inflation rate in the U.S. in March 2012?,11
711126;barely above 1 ,What was the inflation rate in the U.S. in March 2012?,11
32284;it's been 2 and 3 percent I believe ,What was the inflation rate in the U.S. in March 2012?,11
32276;no its above 1 ,What was the inflation rate in the U.S. in March 2012?,11
34490;2.6 ,What was the inflation rate in the U.S. in March 2012?,11
711124;I agree with 30 095,What was the inflation rate in the U.S. in March 2012?,11
711125;hm..... ,What was the inflation rate in the U.S. in March 2012?,11
711126;thats way too much ,What was the inflation rate in the U.S. in March 2012?,11
25492;i gonna with 3 ,What was the inflation rate in the U.S. in March 2012?,11
32276;yeah i would say 3 or 4 ,What was the inflation rate in the U.S. in March 2012?,11
32284;I remember reading it in Krugman's book ,What was the inflation rate in the U.S. in March 2012?,11
25492;go* ,What was the inflation rate in the U.S. in March 2012?,11
711126;what about -3? ,What was the inflation rate in the U.S. in March 2012?,11
711126;2 ,What was the inflation rate in the U.S. in March 2012?,11
711125;2.5 seems safe ,What was the inflation rate in the U.S. in March 2012?,11
711124;deflation?,What was the inflation rate in the U.S. in March 2012?,11
711126;,What was the inflation rate in the U.S. in March 2012?,11
711125;,What was the inflation rate in the U.S. in March 2012?,11
32276;,What was the inflation rate in the U.S. in March 2012?,11
711126;no deflation right now ask amy ,What was the inflation rate in the U.S. in March 2012?,11
30095;krugman's book was written before march 2012 i think ,What was the inflation rate in the U.S. in March 2012?,11
32276;i took micro ,What was the inflation rate in the U.S. in March 2012?,11
711125;2 ,What was the inflation rate in the U.S. in March 2012?,11
711126;yaya! ,What was the inflation rate in the U.S. in March 2012?,11
32284;yeah but the inflation rate would not have risen that much higher ,What was the inflation rate in the U.S. in March 2012?,11
711125;going with ,What was the inflation rate in the U.S. in March 2012?,11
34490;im a nursi,What was the inflation rate in the U.S. in March 2012?,11
711124;with bossi,What was the inflation rate in the U.S. in March 2012?,11
711126;,What was the inflation rate in the U.S. in March 2012?,11
,What was the inflation rate in the U.S. in March 2012?,11
32276;,What was the inflation rate in the U.S. in March 2012?,11
711126;its in dubai ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
"32284;It's that new building in Dubai, right? ",How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;Its the burj khalifa ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
25492;i think so ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;crap ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
30095;yeah but that isn't a number ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
32276;yeah lol ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711124;LOL ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;someone give me the height of a reference building ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;and ill tell u ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;either there or the horshoe bend in the middle of pennsylteucky ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;its like 5 eiffel towers ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;SOMEONE ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;NAOOOO ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;200000 ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
32276;1000 ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;nah too high ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
30095;what's one story in feet? ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
25492;how big is a storie? ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;1000 is too low ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;st,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
34490;,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;its like ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711124;1,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
32276;,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711124;ohgod idk ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;story is 10 feet!!!! ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
25492;1500? ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;hahaha ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;wiinner ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
32284;sure ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
32276;3000? ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
30095;1500 sounds goodish ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
34490;cool ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;200 story is a lot ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;how many in a feet in a mile ,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
34490;,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711124;,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711126;,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
32276;,How tall is the highest man-made building in feet? (1 meter ~ 3.281 feet),3
711125;over 9000!! ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
711124;It's low ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
711126;14trill is total us econmy ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30095;42 is only enough for a few hamburgers ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
32284;The GDP is about 13 trillion dollars and the population is about 300 mil ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
711125;How much ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
711126;around the 30000-50000 range ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30095;do you mean 42000? ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
711124;14trill is the us debt ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
"711126;140,000 divided by 3 is what it comes out to ",What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
711125;25000 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
32276;13 billion maybe? ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
711126;roughly 45 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30095;they're asking per capita ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
"711126;45,000 ",What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
"32284;45,000 sounds about right ",What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
32276;right. ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
